,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2876,2025-04-11,000985,中证全指,CSI All Share,600182,S佳通,Giti Tire Corporation,上海证券交易所,Shanghai Stock Exchange
2877,2025-04-11,000985,中证全指,CSI All Share,600183,生益科技,"Shengyi Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2878,2025-04-11,000985,中证全指,CSI All Share,600184,光电股份,"North Electro-Optic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2879,2025-04-11,000985,中证全指,CSI All Share,600185,格力地产,"Gree Real Estate Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2880,2025-04-11,000985,中证全指,CSI All Share,600186,莲花控股,"Lotus Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2881,2025-04-11,000985,中证全指,CSI All Share,600187,国中水务,"Heilongjiang Interchina Watertreatment Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2882,2025-04-11,000985,中证全指,CSI All Share,600188,兖矿能源,Yankuang Energy Group Company Limited,上海证券交易所,Shanghai Stock Exchange
2883,2025-04-11,000985,中证全指,CSI All Share,600189,泉阳泉,"JILIN QUANYANGQUAN Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2884,2025-04-11,000985,中证全指,CSI All Share,600191,华资实业,Baotou Huazi Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2885,2025-04-11,000985,中证全指,CSI All Share,600192,长城电工,Lanzhou Great Wall Electrical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2886,2025-04-11,000985,中证全指,CSI All Share,600193,创兴资源,"Shanghai Prosolar Resources Development Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2887,2025-04-11,000985,中证全指,CSI All Share,600195,中牧股份,China Animal Husbandry Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2888,2025-04-11,000985,中证全指,CSI All Share,600196,复星医药,Shanghai Fosun Pharmaceutical (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
2889,2025-04-11,000985,中证全指,CSI All Share,600197,伊力特,Xinjiang Yilite Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2890,2025-04-11,000985,中证全指,CSI All Share,600198,大唐电信,Datang Telecom Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2891,2025-04-11,000985,中证全指,CSI All Share,600199,金种子酒,Anhui Golden Seed Winery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2892,2025-04-11,000985,中证全指,CSI All Share,600200,江苏吴中,"JiangSu WuZhong Pharmaceutical Development Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2893,2025-04-11,000985,中证全指,CSI All Share,600201,生物股份,"Jinyu Bio-Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2894,2025-04-11,000985,中证全指,CSI All Share,600202,哈空调,Harbin Air Conditioning Co Ltd,上海证券交易所,Shanghai Stock Exchange
2895,2025-04-11,000985,中证全指,CSI All Share,600203,福日电子,Fujian Furi Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
2896,2025-04-11,000985,中证全指,CSI All Share,600206,有研新材,"GRINM ADVANCED MATERIALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2897,2025-04-11,000985,中证全指,CSI All Share,600207,安彩高科,Henan Ancai Hi-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
2898,2025-04-11,000985,中证全指,CSI All Share,600208,衢州发展,"Quzhou Xin'an Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2899,2025-04-11,000985,中证全指,CSI All Share,600210,紫江企业,Shanghai Zijiang Enterprise Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2900,2025-04-11,000985,中证全指,CSI All Share,600211,西藏药业,Tibet Rhodiola Pharmaceutical Holding Co,上海证券交易所,Shanghai Stock Exchange
2901,2025-04-11,000985,中证全指,CSI All Share,600212,绿能慧充,"Gresgying Digital Energy Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2902,2025-04-11,000985,中证全指,CSI All Share,600215,派斯林,"Paslin digital technology co., ltd.",上海证券交易所,Shanghai Stock Exchange
2903,2025-04-11,000985,中证全指,CSI All Share,600216,浙江医药,Zhejiang Medicine Co Ltd,上海证券交易所,Shanghai Stock Exchange
2904,2025-04-11,000985,中证全指,CSI All Share,600217,中再资环,"Zhongzai Resource and Environment Co.,ltd.",上海证券交易所,Shanghai Stock Exchange
2905,2025-04-11,000985,中证全指,CSI All Share,600218,全柴动力,Anhui Quanchai Engine Co Ltd,上海证券交易所,Shanghai Stock Exchange
2906,2025-04-11,000985,中证全指,CSI All Share,600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2907,2025-04-11,000985,中证全指,CSI All Share,600221,海航控股,"Hainan Airlines Holding Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2908,2025-04-11,000985,中证全指,CSI All Share,600222,太龙药业,Henan Taloph Pharmaceutical Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange
2909,2025-04-11,000985,中证全指,CSI All Share,600223,福瑞达,"Lushang Freda Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2910,2025-04-11,000985,中证全指,CSI All Share,600226,亨通股份,"Zhejiang Hengtong Holding Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2911,2025-04-11,000985,中证全指,CSI All Share,600227,赤天化,"Guizhou Chitianhua Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2912,2025-04-11,000985,中证全指,CSI All Share,600228,返利科技,"Jiangxi Fanli Digital Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2913,2025-04-11,000985,中证全指,CSI All Share,600229,城市传媒,"Qingdao Citymedia Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2914,2025-04-11,000985,中证全指,CSI All Share,600230,沧州大化,"Cangzhou Dahua Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2915,2025-04-11,000985,中证全指,CSI All Share,600231,凌钢股份,Lingyuan Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2916,2025-04-11,000985,中证全指,CSI All Share,600232,金鹰股份,Zhejiang Golden Eagle Co Ltd,上海证券交易所,Shanghai Stock Exchange
2917,2025-04-11,000985,中证全指,CSI All Share,600233,圆通速递,"YTO Express Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2918,2025-04-11,000985,中证全指,CSI All Share,600235,民丰特纸,Minfeng Special Paper Co Ltd,上海证券交易所,Shanghai Stock Exchange
2919,2025-04-11,000985,中证全指,CSI All Share,600236,桂冠电力,Guangxi Guiguan Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
2920,2025-04-11,000985,中证全指,CSI All Share,600237,铜峰电子,Anhui Tongfeng Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
2921,2025-04-11,000985,中证全指,CSI All Share,600238,海南椰岛,"Hainan Yedao (Group)Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2922,2025-04-11,000985,中证全指,CSI All Share,600239,云南城投,"Yunnan Metropolitan Real Estate Development Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2923,2025-04-11,000985,中证全指,CSI All Share,600241,时代万恒,"Liaoning Shidai Wanheng Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2924,2025-04-11,000985,中证全指,CSI All Share,600243,青海华鼎,Qinghai Huading Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
2925,2025-04-11,000985,中证全指,CSI All Share,600246,万通发展,"Vantone Neo Development Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2926,2025-04-11,000985,中证全指,CSI All Share,600248,陕建股份,Shaanxi Construction Engineering Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2927,2025-04-11,000985,中证全指,CSI All Share,600249,两面针,Liuzhou Liangmianzhen Co Ltd,上海证券交易所,Shanghai Stock Exchange
2928,2025-04-11,000985,中证全指,CSI All Share,600250,南京商旅,"NANJING BUSINESS & TOURISM CORP., LTD.",上海证券交易所,Shanghai Stock Exchange
2929,2025-04-11,000985,中证全指,CSI All Share,600251,冠农股份,"XINJIANG GUANNONG CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2930,2025-04-11,000985,中证全指,CSI All Share,600252,中恒集团,Guangxi Wuzhou Zhongheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2931,2025-04-11,000985,中证全指,CSI All Share,600255,鑫科材料,"ANHUI XINKE NEW MATERIALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2932,2025-04-11,000985,中证全指,CSI All Share,600256,广汇能源,"GUANGHUI ENERGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2933,2025-04-11,000985,中证全指,CSI All Share,600257,大湖股份,"Dahu Aquaculture Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2934,2025-04-11,000985,中证全指,CSI All Share,600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2935,2025-04-11,000985,中证全指,CSI All Share,600259,广晟有色,"Rising Nonferrous Metals Share Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2936,2025-04-11,000985,中证全指,CSI All Share,600261,阳光照明,Zhejiang Yankon Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2937,2025-04-11,000985,中证全指,CSI All Share,600262,北方股份,Inner Mongolia North Hauler Joint Stock Co Ltd,上海证券交易所,Shanghai Stock Exchange
2938,2025-04-11,000985,中证全指,CSI All Share,600265,景谷林业,Yunnan Jingu Forestry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2939,2025-04-11,000985,中证全指,CSI All Share,600266,城建发展,Beijing Urban Construction Investment & Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2940,2025-04-11,000985,中证全指,CSI All Share,600267,海正药业,Zhejiang Hisun Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2941,2025-04-11,000985,中证全指,CSI All Share,600268,国电南自,Guodian Nanjing Automation Co Ltd,上海证券交易所,Shanghai Stock Exchange
2942,2025-04-11,000985,中证全指,CSI All Share,600269,赣粤高速,Jiangxi Ganyue Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
2943,2025-04-11,000985,中证全指,CSI All Share,600271,航天信息,"Aisino Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2944,2025-04-11,000985,中证全指,CSI All Share,600272,开开实业,Shanghai Kaikai Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
2945,2025-04-11,000985,中证全指,CSI All Share,600273,嘉化能源,"Zhejiang Jiahua Energy Chemical Industry Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2946,2025-04-11,000985,中证全指,CSI All Share,600276,恒瑞医药,Jiangsu Hengrui Medicine Co Ltd,上海证券交易所,Shanghai Stock Exchange
2947,2025-04-11,000985,中证全指,CSI All Share,600278,东方创业,Orient International Enterprise Ltd,上海证券交易所,Shanghai Stock Exchange
2948,2025-04-11,000985,中证全指,CSI All Share,600279,重庆港,"Chongqing Port Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2949,2025-04-11,000985,中证全指,CSI All Share,600280,中央商场,"Nanjing Central Emporium (Group) Stocks Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2950,2025-04-11,000985,中证全指,CSI All Share,600281,华阳新材,"SHANXI HUAYANG NEW MATERIAL CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2951,2025-04-11,000985,中证全指,CSI All Share,600282,南钢股份,Nanjing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2952,2025-04-11,000985,中证全指,CSI All Share,600283,钱江水利,Qianjiang Water Resources Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2953,2025-04-11,000985,中证全指,CSI All Share,600284,浦东建设,Shanghai Pudong Road & Bridge Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
2954,2025-04-11,000985,中证全指,CSI All Share,600285,羚锐制药,Henan Lingrui Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2955,2025-04-11,000985,中证全指,CSI All Share,600288,大恒科技,Daheng New Epoch Technology Inc,上海证券交易所,Shanghai Stock Exchange
2956,2025-04-11,000985,中证全指,CSI All Share,600292,远达环保,"Spic Yuanda Environmental-Protection Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2957,2025-04-11,000985,中证全指,CSI All Share,600293,三峡新材,Hubei Sanxia New Building Material Co Ltd,上海证券交易所,Shanghai Stock Exchange
2958,2025-04-11,000985,中证全指,CSI All Share,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2959,2025-04-11,000985,中证全指,CSI All Share,600298,安琪酵母,Angel Yeast Co Ltd,上海证券交易所,Shanghai Stock Exchange
2960,2025-04-11,000985,中证全指,CSI All Share,600299,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai Stock Exchange
2961,2025-04-11,000985,中证全指,CSI All Share,600300,维维股份,"V V Food & Beverage Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2962,2025-04-11,000985,中证全指,CSI All Share,600301,华锡有色,"Guangxi Huaxi Nonferrous Metal Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2963,2025-04-11,000985,中证全指,CSI All Share,600302,标准股份,Xian Typical Industries Co Ltd,上海证券交易所,Shanghai Stock Exchange
2964,2025-04-11,000985,中证全指,CSI All Share,600305,恒顺醋业,"Jiangsu Hengshun Vinegar-Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2965,2025-04-11,000985,中证全指,CSI All Share,600307,酒钢宏兴,Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2966,2025-04-11,000985,中证全指,CSI All Share,600308,华泰股份,Shandong Huatai Paper Co Ltd,上海证券交易所,Shanghai Stock Exchange
2967,2025-04-11,000985,中证全指,CSI All Share,600309,万华化学,"Wanhua Chemical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2968,2025-04-11,000985,中证全指,CSI All Share,600310,广西能源,"Guangxi Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2969,2025-04-11,000985,中证全指,CSI All Share,600312,平高电气,Henan Pinggao Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2970,2025-04-11,000985,中证全指,CSI All Share,600313,农发种业,"Zhongnongfa Seed Industry Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2971,2025-04-11,000985,中证全指,CSI All Share,600315,上海家化,Shanghai Jahwa United Co Ltd,上海证券交易所,Shanghai Stock Exchange
2972,2025-04-11,000985,中证全指,CSI All Share,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2973,2025-04-11,000985,中证全指,CSI All Share,600318,新力金融,"Anhui Xinli Finance Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2974,2025-04-11,000985,中证全指,CSI All Share,600319,亚星化学,Weifang Yaxing Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2975,2025-04-11,000985,中证全指,CSI All Share,600320,振华重工,"Shanghai Zhenhua Heavy Industries Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2976,2025-04-11,000985,中证全指,CSI All Share,600322,津投城开,"Tianjin Jintou State-Owned Urban Development Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2977,2025-04-11,000985,中证全指,CSI All Share,600323,瀚蓝环境,"Grandblue Environment Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2978,2025-04-11,000985,中证全指,CSI All Share,600325,华发股份,Huafa Industrial Co Ltd Zhuhai,上海证券交易所,Shanghai Stock Exchange
2979,2025-04-11,000985,中证全指,CSI All Share,600326,西藏天路,"Tibet Tianlu Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2980,2025-04-11,000985,中证全指,CSI All Share,600327,大东方,Wuxi Commercial Mansion Grand Orient Co Ltd,上海证券交易所,Shanghai Stock Exchange
2981,2025-04-11,000985,中证全指,CSI All Share,600328,中盐化工,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2982,2025-04-11,000985,中证全指,CSI All Share,600329,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2983,2025-04-11,000985,中证全指,CSI All Share,600330,天通股份,TDG Holding Co Ltd,上海证券交易所,Shanghai Stock Exchange
2984,2025-04-11,000985,中证全指,CSI All Share,600331,宏达股份,Sichuan Hongda Co Ltd,上海证券交易所,Shanghai Stock Exchange
2985,2025-04-11,000985,中证全指,CSI All Share,600332,白云山,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2986,2025-04-11,000985,中证全指,CSI All Share,600333,长春燃气,Changchun Gas Co Ltd,上海证券交易所,Shanghai Stock Exchange
2987,2025-04-11,000985,中证全指,CSI All Share,600335,国机汽车,Sinomach Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
2988,2025-04-11,000985,中证全指,CSI All Share,600336,澳柯玛,Aucma Co Ltd,上海证券交易所,Shanghai Stock Exchange
2989,2025-04-11,000985,中证全指,CSI All Share,600337,美克家居,"Markor International Home Furnishings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2990,2025-04-11,000985,中证全指,CSI All Share,600338,西藏珠峰,Tibet Summit Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2991,2025-04-11,000985,中证全指,CSI All Share,600339,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai Stock Exchange
2992,2025-04-11,000985,中证全指,CSI All Share,600340,华夏幸福,"China Fortune Land Development Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2993,2025-04-11,000985,中证全指,CSI All Share,600343,航天动力,Shaanxi Aerospace Power Hi-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
2994,2025-04-11,000985,中证全指,CSI All Share,600345,长江通信,Wuhan Yangtze Communication Industry Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2995,2025-04-11,000985,中证全指,CSI All Share,600346,恒力石化,"Hengli Petrochemical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2996,2025-04-11,000985,中证全指,CSI All Share,600348,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2997,2025-04-11,000985,中证全指,CSI All Share,600350,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai Stock Exchange
2998,2025-04-11,000985,中证全指,CSI All Share,600351,亚宝药业,"Yabao Pharmaceutical Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2999,2025-04-11,000985,中证全指,CSI All Share,600352,浙江龙盛,Zhejiang Longsheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
3000,2025-04-11,000985,中证全指,CSI All Share,600353,旭光电子,Chengdu Xuguang Electronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
3001,2025-04-11,000985,中证全指,CSI All Share,600354,敦煌种业,"Gansu Dunhuang Seed Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3002,2025-04-11,000985,中证全指,CSI All Share,600355,精伦电子,Routon Electronic Co Ltd,上海证券交易所,Shanghai Stock Exchange
3003,2025-04-11,000985,中证全指,CSI All Share,600356,恒丰纸业,Mudanjiang Hengfeng Paper Co Ltd,上海证券交易所,Shanghai Stock Exchange
3004,2025-04-11,000985,中证全指,CSI All Share,600358,ST联合,China United Travel Co Ltd,上海证券交易所,Shanghai Stock Exchange
3005,2025-04-11,000985,中证全指,CSI All Share,600359,新农开发,Xinjiang Talimu Agriculture Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
3006,2025-04-11,000985,中证全指,CSI All Share,600361,创新新材,"Innovation New Material Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3007,2025-04-11,000985,中证全指,CSI All Share,600362,江西铜业,Jiangxi Copper Co Ltd,上海证券交易所,Shanghai Stock Exchange
3008,2025-04-11,000985,中证全指,CSI All Share,600363,联创光电,Jiangxi Lianchuang Optoelectronic Science and Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
3009,2025-04-11,000985,中证全指,CSI All Share,600366,宁波韵升,Ningbo Yunsheng Co Ltd,上海证券交易所,Shanghai Stock Exchange
3010,2025-04-11,000985,中证全指,CSI All Share,600367,红星发展,Guizhou Redstar Developing Co Ltd,上海证券交易所,Shanghai Stock Exchange
3011,2025-04-11,000985,中证全指,CSI All Share,600368,五洲交通,Guangxi Wuzhou Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange
3012,2025-04-11,000985,中证全指,CSI All Share,600369,西南证券,Southwest Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
3013,2025-04-11,000985,中证全指,CSI All Share,600370,三房巷,Jiangsu Sanfangxiang Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
3014,2025-04-11,000985,中证全指,CSI All Share,600371,万向德农,"Wanxiang Doneed Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3015,2025-04-11,000985,中证全指,CSI All Share,600372,中航机载,"AVIC Airborne Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3016,2025-04-11,000985,中证全指,CSI All Share,600373,中文传媒,Chinese Universe Publishing And Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
3017,2025-04-11,000985,中证全指,CSI All Share,600376,首开股份,"Beijing Capital Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3018,2025-04-11,000985,中证全指,CSI All Share,600377,宁沪高速,Jiangsu Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
3019,2025-04-11,000985,中证全指,CSI All Share,600378,昊华科技,"Haohua Chemical Science & Technology Corp., Ltd.",上海证券交易所,Shanghai Stock Exchange
3020,2025-04-11,000985,中证全指,CSI All Share,600379,宝光股份,Shaanxi Baoguang Vacuum Electronic Apparatus Co Ltd,上海证券交易所,Shanghai Stock Exchange
3021,2025-04-11,000985,中证全指,CSI All Share,600380,健康元,Joincare Pharmaceutical Group Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
3022,2025-04-11,000985,中证全指,CSI All Share,600382,广东明珠,Guangdong Mingzhu Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
3023,2025-04-11,000985,中证全指,CSI All Share,600383,金地集团,Gemdale Corporation,上海证券交易所,Shanghai Stock Exchange
3024,2025-04-11,000985,中证全指,CSI All Share,600386,北巴传媒,"Beijing Bashi Media Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3025,2025-04-11,000985,中证全指,CSI All Share,600388,龙净环保,Fujian Longking Co Ltd,上海证券交易所,Shanghai Stock Exchange
3026,2025-04-11,000985,中证全指,CSI All Share,600389,江山股份,Nantong Jiangshan Agrochemical & Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
3027,2025-04-11,000985,中证全指,CSI All Share,600390,五矿资本,Minmetals Capital Company Limited,上海证券交易所,Shanghai Stock Exchange
3028,2025-04-11,000985,中证全指,CSI All Share,600391,航发科技,"Aecc Aero Science and Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3029,2025-04-11,000985,中证全指,CSI All Share,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3030,2025-04-11,000985,中证全指,CSI All Share,600395,盘江股份,Guizhou Panjiang Refined Coal Co Ltd,上海证券交易所,Shanghai Stock Exchange
3031,2025-04-11,000985,中证全指,CSI All Share,600396,华电辽能,"Huadian Liaoning Energy Development Co., Ltd",上海证券交易所,Shanghai Stock Exchange
3032,2025-04-11,000985,中证全指,CSI All Share,600397,安源煤业,"ANYUAN COAL INDUSTRY GROUP CO., LTD.",上海证券交易所,Shanghai Stock Exchange
3033,2025-04-11,000985,中证全指,CSI All Share,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
3034,2025-04-11,000985,中证全指,CSI All Share,600399,抚顺特钢,Fushun Special Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
3035,2025-04-11,000985,中证全指,CSI All Share,600400,红豆股份,Jiangsu Hongdou Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
3036,2025-04-11,000985,中证全指,CSI All Share,600403,大有能源,"Henan Dayou Energy Co., Ltd",上海证券交易所,Shanghai Stock Exchange
3037,2025-04-11,000985,中证全指,CSI All Share,600405,动力源,Beijing Dynamic Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
3038,2025-04-11,000985,中证全指,CSI All Share,600406,国电南瑞,"NARI Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3039,2025-04-11,000985,中证全指,CSI All Share,600408,安泰集团,Shanxi Antai Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
3040,2025-04-11,000985,中证全指,CSI All Share,600409,三友化工,Tangshan Sanyou Chemical Industries Co Ltd,上海证券交易所,Shanghai Stock Exchange
3041,2025-04-11,000985,中证全指,CSI All Share,600410,华胜天成,Beijing Teamsun Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
3042,2025-04-11,000985,中证全指,CSI All Share,600415,小商品城,Zhejiang China Commodities City Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
3043,2025-04-11,000985,中证全指,CSI All Share,600416,湘电股份,Xiangtan Electric Manufacturing Co Ltd,上海证券交易所,Shanghai Stock Exchange
3044,2025-04-11,000985,中证全指,CSI All Share,600418,江淮汽车,Anhui Jianghuai Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
3045,2025-04-11,000985,中证全指,CSI All Share,600419,天润乳业,"Xinjiang Tianrun Dairy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3046,2025-04-11,000985,中证全指,CSI All Share,600420,国药现代,"Shanghai Shyndec Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3047,2025-04-11,000985,中证全指,CSI All Share,600421,华嵘控股,"Hubei HUARONG Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
3048,2025-04-11,000985,中证全指,CSI All Share,600422,昆药集团,Kunming Pharmaceutical Corp,上海证券交易所,Shanghai Stock Exchange
3049,2025-04-11,000985,中证全指,CSI All Share,600423,柳化股份,Liuzhou Chemical Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
3050,2025-04-11,000985,中证全指,CSI All Share,600425,青松建化,Xinjiang Qingsong Building Materials And Chemicals (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
3051,2025-04-11,000985,中证全指,CSI All Share,600426,华鲁恒升,Shandong Hualu-Hengsheng Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
3052,2025-04-11,000985,中证全指,CSI All Share,600428,中远海特,"COSCO SHIPPING Specialized Carriers Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3053,2025-04-11,000985,中证全指,CSI All Share,600429,三元股份,Beijing Sanyuan Foods Co Ltd,上海证券交易所,Shanghai Stock Exchange
3054,2025-04-11,000985,中证全指,CSI All Share,600433,冠豪高新,Guangdong Guanhao High-Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
3055,2025-04-11,000985,中证全指,CSI All Share,600435,北方导航,"North Navigation Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
3056,2025-04-11,000985,中证全指,CSI All Share,600436,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
3057,2025-04-11,000985,中证全指,CSI All Share,600438,通威股份,Tongwei Co Ltd,上海证券交易所,Shanghai Stock Exchange
