updateDate,code,code_name,industry,industryClassification
2025-03-31,sh.601218,吉鑫科技,C33金属制品业,证监会行业分类
2025-03-31,sh.601222,林洋能源,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.601225,陕西煤业,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sh.601226,华电科工,M74专业技术服务业,证监会行业分类
2025-03-31,sh.601228,广州港,G55水上运输业,证监会行业分类
2025-03-31,sh.601229,上海银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601231,环旭电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.601233,桐昆股份,C28化学纤维制造业,证监会行业分类
2025-03-31,sh.601236,红塔证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601238,广汽集团,C36汽车制造业,证监会行业分类
2025-03-31,sh.601258,*ST庞大,,证监会行业分类
2025-03-31,sh.601268,*ST二重,,证监会行业分类
2025-03-31,sh.601279,英利汽车,C36汽车制造业,证监会行业分类
2025-03-31,sh.601288,农业银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601298,青岛港,G55水上运输业,证监会行业分类
2025-03-31,sh.601299,中国北车,,证监会行业分类
2025-03-31,sh.601311,骆驼股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.601318,中国平安,J68保险业,证监会行业分类
2025-03-31,sh.601319,中国人保,J68保险业,证监会行业分类
2025-03-31,sh.601326,秦港股份,G55水上运输业,证监会行业分类
2025-03-31,sh.601328,交通银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601330,绿色动力,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.601333,广深铁路,G53铁路运输业,证监会行业分类
2025-03-31,sh.601336,新华保险,J68保险业,证监会行业分类
2025-03-31,sh.601339,百隆东方,C17纺织业,证监会行业分类
2025-03-31,sh.601360,三六零,I64互联网和相关服务,证监会行业分类
2025-03-31,sh.601366,利群股份,F52零售业,证监会行业分类
2025-03-31,sh.601368,绿城水务,D46水的生产和供应业,证监会行业分类
2025-03-31,sh.601369,陕鼓动力,C34通用设备制造业,证监会行业分类
2025-03-31,sh.601375,中原证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601377,兴业证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601388,怡球资源,C42废弃资源综合利用业,证监会行业分类
2025-03-31,sh.601390,中国中铁,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601398,工商银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601399,国机重装,C35专用设备制造业,证监会行业分类
2025-03-31,sh.601456,国联民生,J67资本市场服务,证监会行业分类
2025-03-31,sh.601500,通用股份,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.601512,中新集团,K70房地产业,证监会行业分类
2025-03-31,sh.601515,东峰集团,C23印刷和记录媒介复制业,证监会行业分类
2025-03-31,sh.601518,吉林高速,G54道路运输业,证监会行业分类
2025-03-31,sh.601519,大智慧,J69其他金融业,证监会行业分类
2025-03-31,sh.601528,瑞丰银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601555,东吴证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601558,退市锐电,,证监会行业分类
2025-03-31,sh.601566,九牧王,C18纺织服装、服饰业,证监会行业分类
2025-03-31,sh.601567,三星医疗,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.601568,北元集团,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.601577,长沙银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601579,会稽山,C15酒、饮料和精制茶制造业,证监会行业分类
2025-03-31,sh.601588,北辰实业,K70房地产业,证监会行业分类
2025-03-31,sh.601595,上海电影,R87广播、电视、电影和录音制作业,证监会行业分类
2025-03-31,sh.601598,中国外运,G58多式联运和运输代理业,证监会行业分类
2025-03-31,sh.601599,浙文影业,C17纺织业,证监会行业分类
2025-03-31,sh.601600,中国铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sh.601601,中国太保,J68保险业,证监会行业分类
2025-03-31,sh.601606,长城军工,C33金属制品业,证监会行业分类
2025-03-31,sh.601607,上海医药,F52零售业,证监会行业分类
2025-03-31,sh.601608,中信重工,C35专用设备制造业,证监会行业分类
2025-03-31,sh.601609,金田股份,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sh.601611,中国核建,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601615,明阳智能,C34通用设备制造业,证监会行业分类
2025-03-31,sh.601616,广电电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.601618,中国中冶,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601619,嘉泽新能,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sh.601628,中国人寿,J68保险业,证监会行业分类
2025-03-31,sh.601633,长城汽车,C36汽车制造业,证监会行业分类
2025-03-31,sh.601636,旗滨集团,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.601658,邮储银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601665,齐鲁银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601666,平煤股份,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sh.601668,中国建筑,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601669,中国电建,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601677,明泰铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sh.601678,滨化股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.601686,友发集团,C33金属制品业,证监会行业分类
2025-03-31,sh.601688,华泰证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601689,拓普集团,C36汽车制造业,证监会行业分类
2025-03-31,sh.601696,中银证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601698,中国卫通,I63电信、广播电视和卫星传输服务,证监会行业分类
2025-03-31,sh.601699,潞安环能,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sh.601700,风范股份,C33金属制品业,证监会行业分类
2025-03-31,sh.601702,华峰铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sh.601717,郑煤机,C35专用设备制造业,证监会行业分类
2025-03-31,sh.601718,际华集团,C18纺织服装、服饰业,证监会行业分类
2025-03-31,sh.601727,上海电气,C34通用设备制造业,证监会行业分类
2025-03-31,sh.601728,中国电信,I63电信、广播电视和卫星传输服务,证监会行业分类
2025-03-31,sh.601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.601777,千里科技,C36汽车制造业,证监会行业分类
2025-03-31,sh.601778,晶科科技,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sh.601788,光大证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601789,宁波建工,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601798,蓝科高新,C35专用设备制造业,证监会行业分类
2025-03-31,sh.601799,星宇股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.601800,中国交建,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601801,皖新传媒,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601808,中海油服,B11开采专业及辅助性活动,证监会行业分类
2025-03-31,sh.601811,新华文轩,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601816,京沪高铁,G53铁路运输业,证监会行业分类
2025-03-31,sh.601818,光大银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601825,沪农商行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601827,三峰环境,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.601828,美凯龙,L72商务服务业,证监会行业分类
2025-03-31,sh.601838,成都银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601857,中国石油,B07石油和天然气开采业,证监会行业分类
2025-03-31,sh.601858,中国科传,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601860,紫金银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601865,福莱特,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.601866,中远海发,G55水上运输业,证监会行业分类
2025-03-31,sh.601868,中国能建,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.601869,长飞光纤,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.601872,招商轮船,G55水上运输业,证监会行业分类
2025-03-31,sh.601877,正泰电器,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.601878,浙商证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601880,辽港股份,G55水上运输业,证监会行业分类
2025-03-31,sh.601881,中国银河,J67资本市场服务,证监会行业分类
2025-03-31,sh.601882,海天精工,C34通用设备制造业,证监会行业分类
2025-03-31,sh.601886,江河集团,E50建筑装饰、装修和其他建筑业,证监会行业分类
2025-03-31,sh.601888,中国中免,L72商务服务业,证监会行业分类
2025-03-31,sh.601890,亚星锚链,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.601898,中煤能源,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sh.601899,紫金矿业,B09有色金属矿采选业,证监会行业分类
2025-03-31,sh.601900,南方传媒,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601901,方正证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601908,京运通,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.601916,浙商银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601918,新集能源,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sh.601919,中远海控,G55水上运输业,证监会行业分类
2025-03-31,sh.601921,浙版传媒,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601928,凤凰传媒,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601929,吉视传媒,I63电信、广播电视和卫星传输服务,证监会行业分类
2025-03-31,sh.601933,永辉超市,F52零售业,证监会行业分类
2025-03-31,sh.601939,建设银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601949,中国出版,R86新闻和出版业,证监会行业分类
2025-03-31,sh.601952,苏垦农发,C13农副食品加工业,证监会行业分类
2025-03-31,sh.601956,东贝集团,C34通用设备制造业,证监会行业分类
2025-03-31,sh.601958,金钼股份,B09有色金属矿采选业,证监会行业分类
2025-03-31,sh.601963,重庆银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601965,中国汽研,M74专业技术服务业,证监会行业分类
2025-03-31,sh.601966,玲珑轮胎,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.601968,宝钢包装,C33金属制品业,证监会行业分类
2025-03-31,sh.601969,海南矿业,B08黑色金属矿采选业,证监会行业分类
2025-03-31,sh.601975,招商南油,G55水上运输业,证监会行业分类
2025-03-31,sh.601985,中国核电,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sh.601988,中国银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601989,中国重工,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.601990,南京证券,J67资本市场服务,证监会行业分类
2025-03-31,sh.601991,大唐发电,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sh.601992,金隅集团,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.601995,中金公司,J67资本市场服务,证监会行业分类
2025-03-31,sh.601996,丰林集团,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2025-03-31,sh.601997,贵阳银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601998,中信银行,J66货币金融服务,证监会行业分类
2025-03-31,sh.601999,出版传媒,R86新闻和出版业,证监会行业分类
2025-03-31,sh.603000,人民网,I64互联网和相关服务,证监会行业分类
2025-03-31,sh.603001,奥康国际,C19皮革、毛皮、羽毛及其制品和制鞋业,证监会行业分类
2025-03-31,sh.603002,宏昌电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603003,*ST龙宇,F51批发业,证监会行业分类
2025-03-31,sh.603004,鼎龙科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603005,晶方科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603006,联明股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603007,ST花王,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.603008,喜临门,C21家具制造业,证监会行业分类
2025-03-31,sh.603009,北特科技,C36汽车制造业,证监会行业分类
2025-03-31,sh.603010,万盛股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603011,合锻智能,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603012,创力集团,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603013,亚普股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603015,弘讯科技,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.603016,新宏泰,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603017,中衡设计,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603018,华设集团,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603019,中科曙光,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603020,爱普股份,C14食品制造业,证监会行业分类
2025-03-31,sh.603021,山东华鹏,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.603022,新通联,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2025-03-31,sh.603023,*ST威帝,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603025,大豪科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603026,石大胜华,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603027,千禾味业,C14食品制造业,证监会行业分类
2025-03-31,sh.603028,赛福天,C33金属制品业,证监会行业分类
2025-03-31,sh.603029,天鹅股份,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603030,全筑股份,E50建筑装饰、装修和其他建筑业,证监会行业分类
2025-03-31,sh.603031,安孚科技,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603032,德新科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603033,三维股份,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603035,常熟汽饰,C36汽车制造业,证监会行业分类
2025-03-31,sh.603036,如通股份,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603037,凯众股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603038,华立股份,C41其他制造业,证监会行业分类
2025-03-31,sh.603039,泛微网络,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603040,新坐标,C36汽车制造业,证监会行业分类
2025-03-31,sh.603041,美思德,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603042,华脉科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603043,广州酒家,C14食品制造业,证监会行业分类
2025-03-31,sh.603045,福达合金,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603048,浙江黎明,C36汽车制造业,证监会行业分类
2025-03-31,sh.603050,科林电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603051,鹿山新材,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603052,可川科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603053,成都燃气,D45燃气生产和供应业,证监会行业分类
2025-03-31,sh.603055,台华新材,C17纺织业,证监会行业分类
2025-03-31,sh.603056,德邦股份,G60邮政业,证监会行业分类
2025-03-31,sh.603057,紫燕食品,C13农副食品加工业,证监会行业分类
2025-03-31,sh.603058,永吉股份,C23印刷和记录媒介复制业,证监会行业分类
2025-03-31,sh.603059,倍加洁,C41其他制造业,证监会行业分类
2025-03-31,sh.603060,国检集团,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603061,金海通,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603062,麦加芯彩,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603063,禾望电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603065,宿迁联盛,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603066,音飞储存,G59装卸搬运和仓储业,证监会行业分类
2025-03-31,sh.603067,振华股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603068,博通集成,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603069,海汽集团,G54道路运输业,证监会行业分类
2025-03-31,sh.603070,万控智造,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603071,物产环能,F51批发业,证监会行业分类
2025-03-31,sh.603072,天和磁材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603073,彩蝶实业,C17纺织业,证监会行业分类
2025-03-31,sh.603075,热威股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603076,乐惠国际,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603077,和邦生物,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603078,江化微,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603079,圣达生物,C14食品制造业,证监会行业分类
2025-03-31,sh.603080,新疆火炬,D45燃气生产和供应业,证监会行业分类
2025-03-31,sh.603081,大丰实业,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603082,北自科技,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603083,剑桥科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603085,天成自控,C36汽车制造业,证监会行业分类
2025-03-31,sh.603086,先达股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603087,甘李药业,C27医药制造业,证监会行业分类
2025-03-31,sh.603088,宁波精达,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603089,正裕工业,C36汽车制造业,证监会行业分类
2025-03-31,sh.603090,宏盛股份,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603091,众鑫股份,C22造纸和纸制品业,证监会行业分类
2025-03-31,sh.603093,南华期货,J67资本市场服务,证监会行业分类
2025-03-31,sh.603095,越剑智能,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603096,新经典,R86新闻和出版业,证监会行业分类
2025-03-31,sh.603097,江苏华辰,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603098,森特股份,E50建筑装饰、装修和其他建筑业,证监会行业分类
2025-03-31,sh.603099,长白山,N78公共设施管理业,证监会行业分类
2025-03-31,sh.603100,川仪股份,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.603101,汇嘉时代,F52零售业,证监会行业分类
2025-03-31,sh.603102,百合股份,C14食品制造业,证监会行业分类
2025-03-31,sh.603103,横店影视,R87广播、电视、电影和录音制作业,证监会行业分类
2025-03-31,sh.603105,芯能科技,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sh.603106,恒银科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603107,上海汽配,C36汽车制造业,证监会行业分类
2025-03-31,sh.603108,润达医疗,F51批发业,证监会行业分类
2025-03-31,sh.603109,神驰机电,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603110,东方材料,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603111,康尼机电,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.603112,华翔股份,C33金属制品业,证监会行业分类
2025-03-31,sh.603113,金能科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603115,海星股份,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603116,红蜻蜓,C19皮革、毛皮、羽毛及其制品和制鞋业,证监会行业分类
2025-03-31,sh.603117,万林物流,G55水上运输业,证监会行业分类
2025-03-31,sh.603118,共进股份,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603119,浙江荣泰,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.603121,华培动力,C36汽车制造业,证监会行业分类
2025-03-31,sh.603122,合富中国,F51批发业,证监会行业分类
2025-03-31,sh.603123,翠微股份,F52零售业,证监会行业分类
2025-03-31,sh.603124,江南新材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603125,常青科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603126,中材节能,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603127,昭衍新药,M73研究和试验发展,证监会行业分类
2025-03-31,sh.603128,华贸物流,G58多式联运和运输代理业,证监会行业分类
2025-03-31,sh.603129,春风动力,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.603130,云中马,C17纺织业,证监会行业分类
2025-03-31,sh.603131,上海沪工,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603132,金徽股份,B09有色金属矿采选业,证监会行业分类
2025-03-31,sh.603133,退市碳元,,证监会行业分类
2025-03-31,sh.603135,中重科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603136,天目湖,N78公共设施管理业,证监会行业分类
2025-03-31,sh.603137,恒尚节能,E50建筑装饰、装修和其他建筑业,证监会行业分类
2025-03-31,sh.603138,海量数据,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603139,康惠制药,C27医药制造业,证监会行业分类
2025-03-31,sh.603150,万朗磁塑,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603151,邦基科技,C13农副食品加工业,证监会行业分类
2025-03-31,sh.603153,上海建科,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603155,新亚强,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603156,养元饮品,C15酒、饮料和精制茶制造业,证监会行业分类
2025-03-31,sh.603157,退市拉夏,,证监会行业分类
2025-03-31,sh.603158,腾龙股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603159,上海亚虹,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603160,汇顶科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603161,科华控股,C36汽车制造业,证监会行业分类
2025-03-31,sh.603162,海通发展,G55水上运输业,证监会行业分类
2025-03-31,sh.603163,圣晖集成,E49建筑安装业,证监会行业分类
2025-03-31,sh.603165,荣晟环保,C22造纸和纸制品业,证监会行业分类
2025-03-31,sh.603166,福达股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603167,渤海轮渡,G55水上运输业,证监会行业分类
2025-03-31,sh.603168,莎普爱思,C27医药制造业,证监会行业分类
2025-03-31,sh.603169,兰石重装,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603170,宝立食品,C14食品制造业,证监会行业分类
2025-03-31,sh.603171,税友股份,I64互联网和相关服务,证监会行业分类
2025-03-31,sh.603172,万丰股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603173,福斯达,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603176,汇通集团,E48土木工程建筑业,证监会行业分类
2025-03-31,sh.603177,德创环保,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.603178,圣龙股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603179,新泉股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603180,金牌家居,C21家具制造业,证监会行业分类
2025-03-31,sh.603181,皇马科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603182,嘉华股份,C13农副食品加工业,证监会行业分类
2025-03-31,sh.603183,建研院,M74专业技术服务业,证监会行业分类
2025-03-31,sh.603185,弘元绿能,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603186,华正新材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603187,海容冷链,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603188,亚邦股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603189,网达软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603190,亚通精工,C36汽车制造业,证监会行业分类
2025-03-31,sh.603191,望变电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603192,汇得科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603193,润本股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603194,中力股份,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603195,公牛集团,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603196,日播时尚,C18纺织服装、服饰业,证监会行业分类
2025-03-31,sh.603197,保隆科技,C36汽车制造业,证监会行业分类
2025-03-31,sh.603198,迎驾贡酒,C15酒、饮料和精制茶制造业,证监会行业分类
2025-03-31,sh.603199,九华旅游,N78公共设施管理业,证监会行业分类
2025-03-31,sh.603200,上海洗霸,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.603201,常润股份,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603203,快克智能,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603205,健尔康,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603206,嘉环科技,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603207,小方制药,C27医药制造业,证监会行业分类
2025-03-31,sh.603208,江山欧派,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2025-03-31,sh.603209,兴通股份,G55水上运输业,证监会行业分类
2025-03-31,sh.603211,晋拓股份,C36汽车制造业,证监会行业分类
2025-03-31,sh.603212,赛伍技术,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603213,镇洋发展,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603214,爱婴室,F52零售业,证监会行业分类
2025-03-31,sh.603215,比依股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603216,梦天家居,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2025-03-31,sh.603217,元利科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603218,日月股份,C34通用设备制造业,证监会行业分类
2025-03-31,sh.603219,富佳股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.603220,中贝通信,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603221,爱丽家居,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603222,济民健康,C35专用设备制造业,证监会行业分类
2025-03-31,sh.603223,恒通股份,D45燃气生产和供应业,证监会行业分类
2025-03-31,sh.603225,新凤鸣,C28化学纤维制造业,证监会行业分类
2025-03-31,sh.603226,菲林格尔,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2025-03-31,sh.603227,雪峰科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603228,景旺电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603229,奥翔药业,C27医药制造业,证监会行业分类
2025-03-31,sh.603230,内蒙新华,R86新闻和出版业,证监会行业分类
2025-03-31,sh.603231,索宝蛋白,C13农副食品加工业,证监会行业分类
2025-03-31,sh.603232,格尔软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.603233,大参林,F52零售业,证监会行业分类
2025-03-31,sh.603235,天新药业,C14食品制造业,证监会行业分类
2025-03-31,sh.603236,移远通信,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.603237,五芳斋,C14食品制造业,证监会行业分类
2025-03-31,sh.603238,诺邦股份,C17纺织业,证监会行业分类
2025-03-31,sh.603239,浙江仙通,C36汽车制造业,证监会行业分类
2025-03-31,sh.603255,鼎际得,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603256,宏和科技,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.603258,电魂网络,I64互联网和相关服务,证监会行业分类
2025-03-31,sh.603259,药明康德,M73研究和试验发展,证监会行业分类
2025-03-31,sh.603260,合盛硅业,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.603261,立航科技,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.603266,天龙股份,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.603267,鸿远电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
